"term","estimate","se","low","high","p","n","clusters","outcome","adjustment","transform","rule","missing","clustering"
"application",-0.17101127517674,0.0750839498266127,-0.325976931225237,-0.0160456191282435,0.0319487829323741,622,25,"tolerance4","explanatory","raw","retain","complete","township"
"application",-0.17101127517674,0.0817430732608442,-0.332327731783763,-0.00969481856971763,0.0378599986778312,622,178,"tolerance4","explanatory","raw","retain","complete","village"
"application",-0.176688270799673,0.0756725551292193,-0.332868748485586,-0.0205077931137596,0.0282409768331913,624,25,"tolerance4","explanatory","raw","retain","median_mode_sensitivity","township"
"application",-0.176688270799673,0.0809206456148753,-0.336381701645968,-0.0169948399533773,0.0303166329764809,624,178,"tolerance4","explanatory","raw","retain","median_mode_sensitivity","village"
"application",-0.171693138512305,0.0778260613914277,-0.332318234675247,-0.0110680423493628,0.0371938809079099,615,25,"tolerance4","explanatory","raw","exclude_extreme_loss","complete","township"
"application",-0.171693138512305,0.0826260871033547,-0.334752185145937,-0.00863409187867278,0.0391567605215569,615,178,"tolerance4","explanatory","raw","exclude_extreme_loss","complete","village"
"application",-0.177021511329323,0.0783305782605322,-0.338687879132727,-0.0153551435259191,0.0331787497496584,617,25,"tolerance4","explanatory","raw","exclude_extreme_loss","median_mode_sensitivity","township"
"application",-0.177021511329323,0.0817307901571499,-0.338313727756902,-0.0157292949017437,0.0316557674269391,617,178,"tolerance4","explanatory","raw","exclude_extreme_loss","median_mode_sensitivity","village"
"application",-0.1704013125527,0.0756878666964824,-0.326613391760263,-0.0141892333451359,0.0337898360742432,620,25,"tolerance4","explanatory","raw","exclude_reporting_conflict","complete","township"
"application",-0.1704013125527,0.0825275393052519,-0.333265879324465,-0.00753674578093477,0.0404018912563081,620,178,"tolerance4","explanatory","raw","exclude_reporting_conflict","complete","village"
"application",-0.176086039752575,0.0762443715234703,-0.333446688472098,-0.0187253910330517,0.0298336393476044,622,25,"tolerance4","explanatory","raw","exclude_reporting_conflict","median_mode_sensitivity","township"
"application",-0.176086039752575,0.0817068361512218,-0.337330983974648,-0.0148410955305014,0.0325053680765314,622,178,"tolerance4","explanatory","raw","exclude_reporting_conflict","median_mode_sensitivity","village"
